model,score_val,pred_time_val,fit_time,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
WeightedEnsemble_L3,0.9734243465250658,30.95495057106018,5472.195127725601,0.0022611618041992188,2.3289973735809326,3,True,26
NeuralNetFastAI_BAG_L2,0.9732226403642376,29.743441820144653,4893.350895166397,3.1686453819274902,452.3740530014038,2,True,22
NeuralNetTorch_BAG_L2,0.9716024646902047,27.95787763595581,5141.136662721634,1.3830811977386475,700.1598205566406,2,True,24
CatBoost_BAG_L2,0.9713095930552711,26.723888397216797,4711.284522294998,0.1490919589996338,270.3076801300049,2,True,19
LightGBMXT_BAG_L2,0.9709551286391749,27.72439217567444,4613.288550376892,1.1495957374572754,172.3117082118988,2,True,15
XGBoost_BAG_L2,0.9703055491424735,27.473801851272583,4618.51694560051,0.8990054130554199,177.54010343551636,2,True,23
LightGBM_BAG_L2,0.9700434738981214,27.093515634536743,4626.207322835922,0.5187191963195801,185.23048067092896,2,True,16
LightGBMLarge_BAG_L2,0.9697234769655236,27.389354705810547,4746.491481304169,0.8145582675933838,305.5146391391754,2,True,25
ExtraTreesGini_BAG_L2,0.969400726713238,26.820393800735474,4441.669758081436,0.24559736251831055,0.6929159164428711,2,True,20
ExtraTreesEntr_BAG_L2,0.9687984635252443,26.779433012008667,4441.579794406891,0.2046365737915039,0.602952241897583,2,True,21
RandomForestGini_BAG_L2,0.9685779940006184,26.772311687469482,4442.888357877731,0.19751524925231934,1.911515712738037,2,True,17
WeightedEnsemble_L2,0.9683213234208385,4.046478033065796,2780.8695995807648,0.0017192363739013672,2.1683523654937744,2,True,14
RandomForestEntr_BAG_L2,0.9674918603712045,26.761049032211304,4442.6838965415955,0.18625259399414062,1.7070543766021729,2,True,18
ExtraTreesEntr_BAG_L1,0.96579224632544,0.21739435195922852,0.5932621955871582,0.21739435195922852,0.5932621955871582,1,True,9
ExtraTreesGini_BAG_L1,0.9655525035629996,0.2102982997894287,0.6630814075469971,0.2102982997894287,0.6630814075469971,1,True,8
LightGBMLarge_BAG_L1,0.9646435001668308,1.8776938915252686,276.0828251838684,1.8776938915252686,276.0828251838684,1,True,13
RandomForestEntr_BAG_L1,0.9640009569315537,0.2259366512298584,1.3365814685821533,0.2259366512298584,1.3365814685821533,1,True,6
RandomForestGini_BAG_L1,0.9635293234665233,0.20462346076965332,1.4796745777130127,0.20462346076965332,1.4796745777130127,1,True,5
CatBoost_BAG_L1,0.9623682383567209,0.34070801734924316,445.3694272041321,0.34070801734924316,445.3694272041321,1,True,7
LightGBM_BAG_L1,0.9614172213416132,3.4062860012054443,208.12201118469238,3.4062860012054443,208.12201118469238,1,True,4
LightGBMXT_BAG_L1,0.9611659554264057,14.853206396102905,312.01870608329773,14.853206396102905,312.01870608329773,1,True,3
XGBoost_BAG_L1,0.960159056219117,1.3213975429534912,183.29416918754578,1.3213975429534912,183.29416918754578,1,True,11
NeuralNetTorch_BAG_L1,0.9575293299929107,1.497640609741211,2500.0202808380127,1.497640609741211,2500.0202808380127,1,True,12
KNeighborsDist_BAG_L1,0.942387193433149,0.015794992446899414,0.005216121673583984,0.015794992446899414,0.005216121673583984,1,True,2
NeuralNetFastAI_BAG_L1,0.9348813380399463,2.3870136737823486,511.86860752105713,2.3870136737823486,511.86860752105713,1,True,10
KNeighborsUnif_BAG_L1,0.9289043908718683,0.016802549362182617,0.12299919128417969,0.016802549362182617,0.12299919128417969,1,True,1
