model,score_val,pred_time_val,fit_time,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
WeightedEnsemble_L2,0.7613913255360624,1.6390511989593506,652.9007570743561,0.001096487045288086,1.262594223022461,2,True,14
NeuralNetTorch_BAG_L1,0.7592592592592593,0.8280787467956543,349.7915415763855,0.8280787467956543,349.7915415763855,1,True,12
NeuralNetFastAI_BAG_L1,0.7534600389863548,0.8098759651184082,301.8466212749481,0.8098759651184082,301.8466212749481,1,True,10
LightGBMXT_BAG_L1,0.7399731968810916,0.12152481079101562,183.20955085754395,0.12152481079101562,183.20955085754395,1,True,3
CatBoost_BAG_L1,0.7366593567251463,0.060723066329956055,150.80284786224365,0.060723066329956055,150.80284786224365,1,True,7
LightGBM_BAG_L1,0.7288499025341131,0.10145783424377441,186.24982953071594,0.10145783424377441,186.24982953071594,1,True,4
XGBoost_BAG_L1,0.7058479532163743,0.4582345485687256,141.05170369148254,0.4582345485687256,141.05170369148254,1,True,11
LightGBMLarge_BAG_L1,0.6980141325536063,0.1177968978881836,203.98292875289917,0.1177968978881836,203.98292875289917,1,True,13
KNeighborsUnif_BAG_L1,0.6764498050682262,0.0051114559173583984,0.1289207935333252,0.0051114559173583984,0.1289207935333252,1,True,1
ExtraTreesEntr_BAG_L1,0.6669225146198831,0.10870885848999023,0.6528842449188232,0.10870885848999023,0.6528842449188232,1,True,9
ExtraTreesGini_BAG_L1,0.666837231968811,0.1149601936340332,0.650428056716919,0.1149601936340332,0.650428056716919,1,True,8
RandomForestGini_BAG_L1,0.6606968810916178,0.11926722526550293,0.6402156352996826,0.11926722526550293,0.6402156352996826,1,True,5
RandomForestEntr_BAG_L1,0.6596308479532162,0.10460448265075684,0.680598258972168,0.10460448265075684,0.680598258972168,1,True,6
KNeighborsDist_BAG_L1,0.6344237329434698,0.002578258514404297,0.002561807632446289,0.002578258514404297,0.002561807632446289,1,True,2
