id,task,framework,constraint,fold,type,result,metric,mode,version,params,app_version,utc,duration,training_duration,predict_duration,models_count,seed,info,acc,auc,auc_ovo,auc_ovr,balacc,f05,f1,f2,logloss,mae,max_pce,mean_pce,mse,msle,pr_auc,r2,rmse,rmsle,models_ensemble_count
openml;org/t/9952,phoneme,RandomForest,2h_2F_2c_8GB,0,binary,0;963894,auc,local,1;1;1,{'n_estimators': 2000},2;0;5,2022-06-29T08:08:39,13;2,10;7,0;7,2000,1212055994,,0;909427,0;963894,,,0;893642,0;842627,0;847352,0;85213,0;227332,,0;144654,0;106358,,,0;927548,,,,
openml;org/t/9952,phoneme,RandomForest,2h_2F_2c_8GB,1,binary,0;974983,auc,local,1;1;1,{'n_estimators': 2000},2;0;5,2022-06-29T08:08:52,13;7,11;4,0;6,2000,1212055995,,0;926063,0;974983,,,0;916436,0;866911,0;876543,0;886392,0;208614,,0;106918,0;0835638,,,0;94487,,,,
openml;org/t/3913,kc2,TunedRandomForest,2h_2F_2c_16GB,0,binary,0;865801,auc,local,1;1;1,{'n_estimators': 2000},2;0;5,2022-06-28T18:55:52,2992;1,2990;1,0;4,2000,1432162320,,0;792453,0;865801,,,0;634199,0;465116,0;421053,0;384615,0;349488,,0;636364,0;365801,,,0;634274,,,,
openml;org/t/3913,kc2,TunedRandomForest,2h_2F_2c_16GB,1,binary,0;875541,auc,local,1;1;1,{'n_estimators': 2000},2;0;5,2022-06-28T19:46:34,3042;3,3040;5,0;5,2000,1432162321,,0;886792,0;875541,,,0;727273,0;806452,0;625,0;510204,0;401875,,0;545455,0;272727,,,0;811258,,,,
openml;org/t/59,iris,TunedRandomForest,2h_2F_2c_16GB,0,multiclass,-0;146663,neg_logloss,local,1;1;1,{'n_estimators': 2000},2;0;5,2022-06-28T20:05:16,1119;3,1117;6,0;4,2000,1432162320,,0;933333,,1;0,1;0,0;933333,0;93815,0;93266,0;931624,0;146663,,0;2,0;0666667,,,,,,,
openml;org/t/59,iris,TunedRandomForest,2h_2F_2c_16GB,1,multiclass,-0;0280519,neg_logloss,local,1;1;1,{'n_estimators': 2000},2;0;5,2022-06-28T20:23:58,1122;4,1120;8,0;4,2000,1432162321,,1;0,,1;0,1;0,1;0,1;0,1;0,1;0,0;0280519,,0;0,0;0,,,,,,,
openml;org/t/2295,cholesterol,TunedRandomForest,2h_2F_2c_16GB,0,regression,-44;2035,neg_rmse,local,1;1;1,{'n_estimators': 2000},2;0;5,2022-06-28T21:14:35,3034;6,3033;4,0;3,2000,1432162320,,,,,,,,,,,35;1191,,,1953;95,0;0339514,,-0;00859958,44;2035,0;184259,
openml;org/t/2295,cholesterol,TunedRandomForest,2h_2F_2c_16GB,1,regression,-56;2145,neg_rmse,local,1;1;1,{'n_estimators': 2000},2;0;5,2022-06-28T22:04:57,3022;9,3021;6,0;4,2000,1432162321,,,,,,,,,,,44;7397,,,3160;07,0;0625097,,-0;0958129,56;2145,0;250019,
openml;org/t/10101,blood-transfusion,TunedRandomForest,2h_2F_2c_16GB,0,binary,0;756823,auc,local,1;1;1,{'n_estimators': 2000},2;0;5,2022-06-28T22:28:09,1389;1,1387;3,0;4,2000,1432162320,,0;746667,0;756823,,,0;586257,0;403226,0;344828,0;301205,0;493228,,0;722222,0;413743,,,0;53028,,,,
openml;org/t/10101,blood-transfusion,TunedRandomForest,2h_2F_2c_16GB,1,binary,0;700292,auc,local,1;1;1,{'n_estimators': 2000},2;0;5,2022-06-28T22:51:31,1402;8,1401;0,0;5,2000,1432162321,,0;733333,0;700292,,,0;55848,0;344828,0;285714,0;243902,0;534291,,0;777778,0;44152,,,0;410755,,,,
openml;org/t/168910,fabert,TunedRandomForest,2h_2F_2c_16GB,0,multiclass,-0;781098,neg_logloss,local,1;1;1,{'n_estimators': 2000},2;0;5,2022-06-29T00:39:52,6498;4,6494;4,0;7,2000,1432162320,,0;707524,,0;939886,0;941496,0;670986,0;688849,0;690267,0;69864,0;781098,,0;731183,0;329014,,,,,,,
openml;org/t/168910,fabert,TunedRandomForest,2h_2F_2c_16GB,1,multiclass,-0;799146,neg_logloss,local,1;1;1,{'n_estimators': 2000},2;0;5,2022-06-29T02:28:50,6538;2,6534;1,0;7,2000,1432162321,,0;717233,,0;93695,0;938846,0;687679,0;708574,0;706002,0;710782,0;799146,,0;623656,0;312321,,,,,,,
openml;org/t/9952,phoneme,TunedRandomForest,2h_2F_2c_16GB,0,binary,0;964339,auc,local,1;1;1,{'n_estimators': 2000},2;0;5,2022-06-29T03:02:56,2042;4,2040;3,0;5,2000,1432162320,,0;90573,0;964339,,,0;885516,0;840708,0;839117,0;837531,0;231924,,0;163522,0;114484,,,0;929989,,,,
openml;org/t/9952,phoneme,TunedRandomForest,2h_2F_2c_16GB,1,binary,0;975518,auc,local,1;1;1,{'n_estimators': 2000},2;0;5,2022-06-29T03:36:52,2036;0,2034;0,0;5,2000,1432162321,,0;920518,0;975518,,,0;908838,0;858896,0;866873,0;875,0;217167,,0;119497,0;091162,,,0;948479,,,,
openml;org/t/3913,kc2,TunedRandomForest,2h_2F_2c_8GB,0,binary,0;865801,auc,local,1;1;1,{'n_estimators': 2000},2;0;5,2022-06-29T08:24:37,3004;1,2999;1,0;4,2000,1532293778,,0;792453,0;865801,,,0;634199,0;465116,0;421053,0;384615,0;352746,,0;636364,0;365801,,,0;634274,,,,
openml;org/t/3913,kc2,TunedRandomForest,2h_2F_2c_8GB,1,binary,0;877706,auc,local,1;1;1,{'n_estimators': 2000},2;0;5,2022-06-29T09:14:10,2973;6,2971;8,0;4,2000,1532293779,,0;886792,0;877706,,,0;727273,0;806452,0;625,0;510204,0;394958,,0;545455,0;272727,,,0;813249,,,,
openml;org/t/59,iris,TunedRandomForest,2h_2F_2c_8GB,0,multiclass,-0;142361,neg_logloss,local,1;1;1,{'n_estimators': 2000},2;0;5,2022-06-29T09:33:05,1132;5,1130;8,0;4,2000,1532293778,,0;933333,,1;0,1;0,0;933333,0;93815,0;93266,0;931624,0;142361,,0;2,0;0666667,,,,,,,
openml;org/t/59,iris,TunedRandomForest,2h_2F_2c_8GB,1,multiclass,-0;0292622,neg_logloss,local,1;1;1,{'n_estimators': 2000},2;0;5,2022-06-29T09:51:36,1111;7,1110;1,0;4,2000,1532293779,,1;0,,1;0,1;0,1;0,1;0,1;0,1;0,0;0292622,,0;0,0;0,,,,,,,
openml;org/t/2295,cholesterol,TunedRandomForest,2h_2F_2c_8GB,0,regression,-44;3752,neg_rmse,local,1;1;1,{'n_estimators': 2000},2;0;5,2022-06-29T10:43:27,3106;0,3104;8,0;4,2000,1532293778,,,,,,,,,,,35;3022,,,1969;16,0;0343693,,-0;0164498,44;3752,0;185389,
openml;org/t/2295,cholesterol,TunedRandomForest,2h_2F_2c_8GB,1,regression,-55;7052,neg_rmse,local,1;1;1,{'n_estimators': 2000},2;0;5,2022-06-29T11:34:00,3032;3,3031;1,0;3,2000,1532293779,,,,,,,,,,,44;0534,,,3103;07,0;0613377,,-0;0760481,55;7052,0;247665,
openml;org/t/10101,blood-transfusion,TunedRandomForest,2h_2F_2c_8GB,0,binary,0;750975,auc,local,1;1;1,{'n_estimators': 2000},2;0;5,2022-06-29T11:57:18,1396;2,1394;6,0;4,2000,1532293778,,0;76,0;750975,,,0;595029,0;431034,0;357143,0;304878,0;494957,,0;722222,0;404971,,,0;535053,,,,
openml;org/t/10101,blood-transfusion,TunedRandomForest,2h_2F_2c_8GB,1,binary,0;712963,auc,local,1;1;1,{'n_estimators': 2000},2;0;5,2022-06-29T12:20:34,1396;8,1394;9,0;5,2000,1532293779,,0;733333,0;712963,,,0;55848,0;344828,0;285714,0;243902,0;523404,,0;777778,0;44152,,,0;418283,,,,
openml;org/t/168910,fabert,TunedRandomForest,2h_2F_2c_8GB,0,multiclass,-0;769017,neg_logloss,local,1;1;1,{'n_estimators': 2000},2;0;5,2022-06-29T14:09:20,6522;6,6517;5,0;7,2000,1532293778,,0;711165,,0;940428,0;941934,0;675742,0;693219,0;694617,0;702676,0;769017,,0;72043,0;324258,,,,,,,
openml;org/t/168910,fabert,TunedRandomForest,2h_2F_2c_8GB,1,multiclass,-0;790497,neg_logloss,local,1;1;1,{'n_estimators': 2000},2;0;5,2022-06-29T15:58:08,6528;3,6524;1,0;7,2000,1532293779,,0;716019,,0;936891,0;938998,0;687061,0;706586,0;704688,0;709651,0;790497,,0;634409,0;312939,,,,,,,
openml;org/t/9952,phoneme,TunedRandomForest,2h_2F_2c_8GB,0,binary,0;964693,auc,local,1;1;1,{'n_estimators': 2000},2;0;5,2022-06-29T16:32:53,2083;0,2081;0,0;5,2000,1532293778,,0;903882,0;964693,,,0;882372,0;838628,0;835443,0;832282,0;231494,,0;169811,0;117628,,,0;930174,,,,
openml;org/t/9952,phoneme,TunedRandomForest,2h_2F_2c_8GB,1,binary,0;975905,auc,local,1;1;1,{'n_estimators': 2000},2;0;5,2022-06-29T17:06:51,2038;3,2036;2,0;5,2000,1532293779,,0;920518,0;975905,,,0;908838,0;858896,0;866873,0;875,0;216506,,0;119497,0;091162,,,0;949045,,,,
