model,score_val,pred_time_val,fit_time,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
WeightedEnsemble_L2,0.9672775625831069,0.1379384994506836,74.92695426940918,0.0010406970977783203,1.2542219161987305,2,True,14
ExtraTreesGini,0.9652348191401207,0.10283446311950684,0.7405354976654053,0.10283446311950684,0.7405354976654053,1,True,8
CatBoost,0.9644254302287488,0.0025072097778320312,8.213078737258911,0.0025072097778320312,8.213078737258911,1,True,7
ExtraTreesEntr,0.9630764487097956,0.09604716300964355,0.8710427284240723,0.09604716300964355,0.8710427284240723,1,True,9
RandomForestEntr,0.9618141874313464,0.10165834426879883,1.2615869045257568,0.10165834426879883,1.2615869045257568,1,True,6
RandomForestGini,0.9617852806845117,0.09006261825561523,1.099255084991455,0.09006261825561523,1.099255084991455,1,True,5
LightGBMLarge,0.9597810795706384,0.0077915191650390625,3.6878457069396973,0.0077915191650390625,3.6878457069396973,1,True,13
XGBoost,0.9588946060010406,0.011487483978271484,2.1810054779052734,0.011487483978271484,2.1810054779052734,1,True,11
LightGBM,0.9581237594187817,0.07919836044311523,1.2883524894714355,0.07919836044311523,1.2883524894714355,1,True,4
LightGBMXT,0.9546934921277294,0.0706472396850586,4.426621675491333,0.0706472396850586,4.426621675491333,1,True,3
NeuralNetTorch,0.9490084985835694,0.01227712631225586,58.85026693344116,0.01227712631225586,58.85026693344116,1,True,12
KNeighborsDist,0.93911275558382,0.0032091140747070312,0.005064725875854492,0.0032091140747070312,0.005064725875854492,1,True,2
NeuralNetFastAI,0.9379468501281533,0.012299776077270508,11.254668712615967,0.012299776077270508,11.254668712615967,1,True,10
KNeighborsUnif,0.9235609257867453,0.005985736846923828,0.13629436492919922,0.005985736846923828,0.13629436492919922,1,True,1
