model,score_val,pred_time_val,fit_time,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
WeightedEnsemble_L2,0.7613913255360624,1.6459300518035889,654.3705794811249,0.0010929107666015625,1.3462834358215332,2,True,14
NeuralNetTorch_BAG_L1,0.7592592592592593,0.8390951156616211,350.4663317203522,0.8390951156616211,350.4663317203522,1,True,12
NeuralNetFastAI_BAG_L1,0.7534600389863548,0.8057420253753662,302.5579643249512,0.8057420253753662,302.5579643249512,1,True,10
LightGBMXT_BAG_L1,0.7399731968810916,0.12094926834106445,183.05996894836426,0.12094926834106445,183.05996894836426,1,True,3
CatBoost_BAG_L1,0.7366593567251463,0.060227155685424805,151.425541639328,0.060227155685424805,151.425541639328,1,True,7
LightGBM_BAG_L1,0.7288499025341131,0.10338211059570312,185.84602427482605,0.10338211059570312,185.84602427482605,1,True,4
XGBoost_BAG_L1,0.7058479532163743,0.44865870475769043,140.78191423416138,0.44865870475769043,140.78191423416138,1,True,11
LightGBMLarge_BAG_L1,0.6980141325536063,0.10895705223083496,204.09883284568787,0.10895705223083496,204.09883284568787,1,True,13
KNeighborsUnif_BAG_L1,0.6764498050682262,0.004045009613037109,0.12938404083251953,0.004045009613037109,0.12938404083251953,1,True,1
ExtraTreesEntr_BAG_L1,0.6669225146198831,0.09920692443847656,0.6019446849822998,0.09920692443847656,0.6019446849822998,1,True,9
ExtraTreesGini_BAG_L1,0.666837231968811,0.10427331924438477,0.5479676723480225,0.10427331924438477,0.5479676723480225,1,True,8
RandomForestGini_BAG_L1,0.6606968810916178,0.09603214263916016,0.5501234531402588,0.09603214263916016,0.5501234531402588,1,True,5
RandomForestEntr_BAG_L1,0.6596308479532162,0.09380531311035156,0.5930116176605225,0.09380531311035156,0.5930116176605225,1,True,6
KNeighborsDist_BAG_L1,0.6344237329434698,0.0025844573974609375,0.0035715103149414062,0.0025844573974609375,0.0035715103149414062,1,True,2
