model,score_val,pred_time_val,fit_time,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
WeightedEnsemble_L2,-0.7166872942754924,1.3677642345428467,2486.6257469654083,0.001104593276977539,1.2762465476989746,2,True,14
LightGBMLarge,-0.7597774364596429,0.08344268798828125,119.85002326965332,0.08344268798828125,119.85002326965332,1,True,13
CatBoost,-0.7611510500267451,0.045110225677490234,1732.0640785694122,0.045110225677490234,1732.0640785694122,1,True,8
LightGBMXT,-0.7669660371314512,0.09873723983764648,32.993223905563354,0.09873723983764648,32.993223905563354,1,True,4
LightGBM,-0.7748075600326277,0.07860755920410156,39.12852454185486,0.07860755920410156,39.12852454185486,1,True,5
ExtraTreesEntr,-0.7753232910179836,0.11829304695129395,9.51111102104187,0.11829304695129395,9.51111102104187,1,True,10
ExtraTreesGini,-0.7835849682277086,0.11713194847106934,9.484971523284912,0.11713194847106934,9.484971523284912,1,True,9
XGBoost,-0.8036534671945645,0.05671238899230957,263.9474720954895,0.05671238899230957,263.9474720954895,1,True,11
RandomForestGini,-0.8156036062466085,0.09995913505554199,9.213187217712402,0.09995913505554199,9.213187217712402,1,True,6
RandomForestEntr,-0.8432086820424238,0.10018253326416016,9.651567220687866,0.10018253326416016,9.651567220687866,1,True,7
NeuralNetFastAI,-0.9762644476572299,0.5276010036468506,32.06491279602051,0.5276010036468506,32.06491279602051,1,True,3
NeuralNetTorch,-0.9953131626106323,0.37766361236572266,294.1762008666992,0.37766361236572266,294.1762008666992,1,True,12
KNeighborsDist,-2.362515276955677,0.06026053428649902,0.7686173915863037,0.06026053428649902,0.7686173915863037,1,True,2
KNeighborsUnif,-2.3668034310450636,0.06821751594543457,1.0279831886291504,0.06821751594543457,1.0279831886291504,1,True,1
