model,score_val,pred_time_val,fit_time,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
WeightedEnsemble_L2,-49.36820570254674,1.7528369426727295,448.6772599220276,0.0003883838653564453,0.30994749069213867,2,True,12
LightGBMXT_BAG_L1,-49.375536737940564,0.3056623935699463,146.13040351867676,0.3056623935699463,146.13040351867676,1,True,3
LightGBM_BAG_L1,-50.00943475085911,0.3046267032623291,145.79025840759277,0.3046267032623291,145.79025840759277,1,True,4
CatBoost_BAG_L1,-50.013730309247826,0.3188588619232178,151.63841652870178,0.3188588619232178,151.63841652870178,1,True,6
NeuralNetFastAI_BAG_L1,-50.08915337512913,1.4467861652374268,302.2369089126587,1.4467861652374268,302.2369089126587,1,True,8
LightGBMLarge_BAG_L1,-50.518052439026285,0.3309624195098877,154.58610439300537,0.3309624195098877,154.58610439300537,1,True,11
NeuralNetTorch_BAG_L1,-51.153537174145455,1.1964666843414307,220.04676508903503,1.1964666843414307,220.04676508903503,1,True,10
XGBoost_BAG_L1,-52.54653243246413,0.5545437335968018,122.78824186325073,0.5545437335968018,122.78824186325073,1,True,9
RandomForestMSE_BAG_L1,-53.282592625179426,0.09028005599975586,0.5129914283752441,0.09028005599975586,0.5129914283752441,1,True,5
ExtraTreesMSE_BAG_L1,-53.32300663376092,0.09969162940979004,0.48648571968078613,0.09969162940979004,0.48648571968078613,1,True,7
KNeighborsDist_BAG_L1,-55.776165425305415,0.001325368881225586,0.0031461715698242188,0.001325368881225586,0.0031461715698242188,1,True,2
KNeighborsUnif_BAG_L1,-55.92924315487537,0.003403186798095703,0.1317150592803955,0.003403186798095703,0.1317150592803955,1,True,1
