model,score_val,pred_time_val,fit_time,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
WeightedEnsemble_L2,-48.44648092549238,2.053539514541626,489.93121361732483,0.0003597736358642578,0.2999229431152344,2,True,12
LightGBMXT_BAG_L1,-48.50147720337675,0.30125999450683594,145.61304259300232,0.30125999450683594,145.61304259300232,1,True,3
LightGBM_BAG_L1,-48.89604757677838,0.29841017723083496,145.6804690361023,0.29841017723083496,145.6804690361023,1,True,4
CatBoost_BAG_L1,-48.919947986013916,0.31057000160217285,151.98826909065247,0.31057000160217285,151.98826909065247,1,True,6
LightGBMLarge_BAG_L1,-49.03248463136794,0.32718443870544434,154.15203428268433,0.32718443870544434,154.15203428268433,1,True,11
NeuralNetFastAI_BAG_L1,-49.08533179279873,1.4343860149383545,303.23233342170715,1.4343860149383545,303.23233342170715,1,True,8
NeuralNetTorch_BAG_L1,-49.782607514765736,1.2072739601135254,218.19328927993774,1.2072739601135254,218.19328927993774,1,True,10
XGBoost_BAG_L1,-51.308462307331375,0.5446457862854004,125.82495880126953,0.5446457862854004,125.82495880126953,1,True,9
ExtraTreesMSE_BAG_L1,-51.859143459190214,0.0964815616607666,0.4648923873901367,0.0964815616607666,0.4648923873901367,1,True,7
RandomForestMSE_BAG_L1,-53.16480832258202,0.08927726745605469,0.4275548458099365,0.08927726745605469,0.4275548458099365,1,True,5
KNeighborsUnif_BAG_L1,-54.573940532532355,0.0015587806701660156,0.11525082588195801,0.0015587806701660156,0.11525082588195801,1,True,1
KNeighborsDist_BAG_L1,-54.81933385928766,0.0013720989227294922,0.002871274948120117,0.0013720989227294922,0.002871274948120117,1,True,2
