model,score_val,pred_time_val,fit_time,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
LightGBMLarge,-0.002288474054660549,0.008366107940673828,1.081087350845337,0.008366107940673828,1.081087350845337,1,True,13
WeightedEnsemble_L2,-0.002288474054660549,0.009142398834228516,1.9572854042053223,0.0007762908935546875,0.8761980533599854,2,True,14
NeuralNetFastAI,-0.013208849348235095,0.008881330490112305,3.4719560146331787,0.008881330490112305,3.4719560146331787,1,True,3
KNeighborsDist,-0.031232243334830788,0.0028297901153564453,0.004418373107910156,0.0028297901153564453,0.004418373107910156,1,True,2
NeuralNetTorch,-0.03185000206617082,0.0039691925048828125,2.4178643226623535,0.0039691925048828125,2.4178643226623535,1,True,12
KNeighborsUnif,-0.0354487907003726,0.0022253990173339844,0.11735033988952637,0.0022253990173339844,0.11735033988952637,1,True,1
XGBoost,-0.04135428103445857,0.03202652931213379,0.37732863426208496,0.03202652931213379,0.37732863426208496,1,True,11
CatBoost,-0.05094836290097899,0.0015146732330322266,1.5793979167938232,0.0015146732330322266,1.5793979167938232,1,True,8
LightGBMXT,-0.06075511322731586,0.0151214599609375,1.4875659942626953,0.0151214599609375,1.4875659942626953,1,True,4
ExtraTreesGini,-0.06631823907676132,0.06537127494812012,0.5524940490722656,0.06537127494812012,0.5524940490722656,1,True,9
ExtraTreesEntr,-0.06710179303601228,0.07312154769897461,0.5406429767608643,0.07312154769897461,0.5406429767608643,1,True,10
RandomForestEntr,-0.06961445761328798,0.07359671592712402,0.5143778324127197,0.07359671592712402,0.5143778324127197,1,True,7
RandomForestGini,-0.07008520062773069,0.06662106513977051,0.564467191696167,0.06662106513977051,0.564467191696167,1,True,6
LightGBM,-0.07184411419762506,0.0774080753326416,0.31282544136047363,0.0774080753326416,0.31282544136047363,1,True,5
