model,score_val,pred_time_val,fit_time,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
WeightedEnsemble_L2,0.8810526315789474,0.030841350555419922,5.237741708755493,0.0010647773742675781,1.3618743419647217,2,True,14
CatBoost,0.8771929824561402,0.0019299983978271484,1.0752344131469727,0.0019299983978271484,1.0752344131469727,1,True,7
LightGBMXT,0.8673684210526316,0.01317143440246582,0.97579026222229,0.01317143440246582,0.97579026222229,1,True,3
ExtraTreesEntr,0.862456140350877,0.07418394088745117,0.5973465442657471,0.07418394088745117,0.5973465442657471,1,True,9
ExtraTreesGini,0.8571929824561403,0.0755007266998291,0.5471196174621582,0.0755007266998291,0.5471196174621582,1,True,8
NeuralNetTorch,0.8550877192982457,0.027846574783325195,2.800632953643799,0.027846574783325195,2.800632953643799,1,True,12
RandomForestGini,0.8515789473684211,0.07195091247558594,0.525484561920166,0.07195091247558594,0.525484561920166,1,True,5
RandomForestEntr,0.8508771929824561,0.0681002140045166,0.5162227153778076,0.0681002140045166,0.5162227153778076,1,True,6
LightGBM,0.8389473684210526,0.015476226806640625,0.9756753444671631,0.015476226806640625,0.9756753444671631,1,True,4
NeuralNetFastAI,0.8214035087719298,0.019582271575927734,2.398420810699463,0.019582271575927734,2.398420810699463,1,True,10
XGBoost,0.8112280701754386,0.035865068435668945,0.9575915336608887,0.035865068435668945,0.9575915336608887,1,True,11
LightGBMLarge,0.8010526315789473,0.08758044242858887,1.9961252212524414,0.08758044242858887,1.9961252212524414,1,True,13
KNeighborsUnif,0.7985964912280703,0.008579730987548828,0.16530084609985352,0.008579730987548828,0.16530084609985352,1,True,1
KNeighborsDist,0.7726315789473684,0.002498626708984375,0.0050868988037109375,0.002498626708984375,0.0050868988037109375,1,True,2
