model,score_val,pred_time_val,fit_time,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
WeightedEnsemble_L2,0.8810526315789474,0.020823240280151367,6.252673149108887,0.0009307861328125,1.1956322193145752,2,True,14
CatBoost,0.8771929824561402,0.0021185874938964844,1.0655796527862549,0.0021185874938964844,1.0655796527862549,1,True,7
LightGBMXT,0.8673684210526316,0.02560591697692871,0.8687505722045898,0.02560591697692871,0.8687505722045898,1,True,3
ExtraTreesEntr,0.862456140350877,0.06628608703613281,0.5002899169921875,0.06628608703613281,0.5002899169921875,1,True,9
ExtraTreesGini,0.8571929824561403,0.07201051712036133,0.49341726303100586,0.07201051712036133,0.49341726303100586,1,True,8
NeuralNetTorch,0.8550877192982457,0.017773866653442383,3.9914612770080566,0.017773866653442383,3.9914612770080566,1,True,12
RandomForestGini,0.8515789473684211,0.08410096168518066,0.5444307327270508,0.08410096168518066,0.5444307327270508,1,True,5
RandomForestEntr,0.8508771929824561,0.07526302337646484,0.505028486251831,0.07526302337646484,0.505028486251831,1,True,6
LightGBM,0.8389473684210526,0.07677054405212402,0.4266784191131592,0.07677054405212402,0.4266784191131592,1,True,4
NeuralNetFastAI,0.8214035087719298,0.018325328826904297,2.504149913787842,0.018325328826904297,2.504149913787842,1,True,10
XGBoost,0.8112280701754386,0.054587364196777344,0.8520703315734863,0.054587364196777344,0.8520703315734863,1,True,11
LightGBMLarge,0.8010526315789473,0.07761836051940918,1.1945240497589111,0.07761836051940918,1.1945240497589111,1,True,13
KNeighborsUnif,0.7985964912280703,0.0057032108306884766,0.15606093406677246,0.0057032108306884766,0.15606093406677246,1,True,1
KNeighborsDist,0.7726315789473684,0.002228975296020508,0.0037686824798583984,0.002228975296020508,0.0037686824798583984,1,True,2
